Country Name,Year,Mortality rate under-5,GDP per capita,Population density (people per sq. km of land area),Income classification,log_gdp_per_capita,log_population_density,log_mortality_rate_under_5,log_reflected_secondary_education,log_reflected_dpt3_immunization,logit_water_services,sqrt_health_expenditure,boxcox_mortality,Income_High
Afghanistan,2014,75.1,3017.94254424696,50.2775447311531,Low,-1.66376510389327,-0.44027887946823796,4.33204826486764,2.9507411127745926,1.9286141253025642,-1.229691445336809,1.0934083074692627,1.476151258333236,False
Afghanistan,2015,72.4,2967.692067153,51.8709105683578,Low,-1.679037866584969,-0.413490974642355,4.29592393562047,2.940501312718835,1.8702260628151672,-1.210920751111729,1.2781189728681737,1.4562882021021766,False
Afghanistan,2016,70.0,2958.7853992308,53.2030296061205,Low,-1.6817718439938172,-0.3917076656995084,4.2626798770413155,2.870437046738523,1.8085925933246165,-1.1926483631733027,1.7979564833508563,1.4378310828211616,False
Afghanistan,2017,67.6,2952.99891598909,54.7183278904681,Low,-1.683552466528406,-0.3675705288436092,4.22829253473184,2.892319795436517,1.8702260628151672,-1.1748095166414412,2.0283584835371715,1.4185567003203032,False
Afghanistan,2018,65.4,2902.39211285546,56.3344817012404,Low,-1.6992755601497798,-0.34253982223064705,4.1956970564823886,2.8794842601846495,1.7433315914034653,-1.1573663947851813,2.463673363128927,1.400112339060908,False
Afghanistan,2019,63.3,2927.2451435353,58.0410606687825,Low,-1.6915199853383498,-0.31686319378280103,4.163559631243574,2.8794842601846495,1.8398373933369814,-1.140290513647129,2.6277789654392207,1.3817581705080506,False
Afghanistan,2020,61.3,2769.68574507111,59.9006163469942,Low,-1.7418450245518657,-0.28971655513022637,4.131961425793407,2.8794842601846495,1.9566945378561302,-1.1235558662949485,2.8087203155852003,1.3635455670236634,False
Afghanistan,2021,59.3,2144.16657002819,61.3286907992579,Low,-1.9746674772478223,-0.2694257874668277,4.09933210373314,2.8794842601846495,2.111706891359145,-1.1071318492669948,4.206958896843107,1.3445625258900495,False
Albania,2000,27.1,6582.01742429378,112.738211678832,Low,-0.9544211426408036,0.25711453449388677,3.3357695763397,0.14291276461395033,-0.5971418523671191,-0.794241129027306,-0.2091946129524323,0.840362416413129,False
Albania,2001,25.7,7232.99168843825,111.685145985401,Low,-0.8686198301402054,0.24897162586467725,3.2846635654062037,0.08848609267980834,-0.5971418523671191,-0.7950867461938482,-0.2167567578998922,0.8017561695862704,False
Albania,2002,24.3,7590.49119655276,111.350729927007,Low,-0.8247290492613235,0.24636980210575615,3.2308043957334744,0.16193343350530484,-0.9162149444659131,-0.7965143609337951,-0.32568145086786787,0.7602827249760252,False
Albania,2003,22.9,8025.28257678633,110.934890510949,Low,-0.774053724333003,0.24312366460970317,3.173878458937465,0.23390626854153437,-0.5971418523671191,-0.7979848422509778,-0.22271383696309932,0.7155367399520831,False
Albania,2004,21.4,8483.29533128499,110.472226277372,Low,-0.7235586233866045,0.23949779872151736,3.109060958860994,0.30446263793542716,-0.5971418523671191,-0.7708665489687799,-0.23005168039992327,0.6634009224649597,False
Albania,2005,20.0,8964.31940852397,109.908284671533,Low,-0.6733806028650864,0.23505782360827232,3.044522437723423,0.31977128861764864,-0.9162149444659131,-0.7432979522971356,-0.2983864453370648,0.6101781079365802,False
Albania,2006,18.5,9564.03070929251,109.21704379562,Low,-0.6144646626534364,0.2295847091897772,2.970414465569701,0.28613496586177,-0.5971418523671191,-0.7152038613562814,-0.3395671025146586,0.5473693887542607,False
Albania,2007,17.1,10262.9684121816,108.394781021898,Low,-0.5502934655091078,0.22302931020313313,2.89591193827178,0.2471058869127464,-0.9162149444659131,-0.6864964131869447,-0.21665529977287254,0.48230301160531647,False
Albania,2008,15.8,11056.3535086916,107.566204379562,Low,-0.48254601011533726,0.21637354170809944,2.8213788864092133,0.27878528032497224,-1.3659232098425411,-0.6570773240663257,-0.39178362082271695,0.4151697070458374,False
Albania,2009,14.5,11430.6238334413,106.843759124088,Low,-0.4522574731926373,0.2105287169197751,2.740840023925201,0.10316397378599997,-0.9162149444659131,-0.626833682427999,-0.2580883267783847,0.3401935932383619,False
Albania,2010,13.3,11829.0551543605,106.314635036496,Low,-0.42108455950164486,0.20622303140678583,2.6602595372658615,0.347586688407511,-1.3659232098425411,-0.5956417261533982,-0.09021772637463202,0.2624869298582599,False
Albania,2011,12.2,12153.1159714747,106.02901459854,Low,-0.3964950001125938,0.20388999718858117,2.580216829592325,0.4745396437621053,-1.3659232098425411,-0.5633526988064024,-0.11184969763142344,0.18245284127427905,False
Albania,2012,11.2,12293.0036852979,105.854051094891,Low,-0.3860823480263002,0.20245776524651504,2.501435951739211,0.5256788299823674,-1.3659232098425411,-0.5297927392341585,-0.12216066640513437,0.10071875139535331,False
Albania,2013,10.5,12525.8010092748,105.660291970803,Low,-0.36901376890392884,0.20086893529177788,2.4423470353692043,0.593209301569036,-1.3659232098425411,-0.494766778124108,-0.07168700139638419,0.03736174982639169,False
Albania,2014,9.9,12832.9501304264,105.441751824818,Low,-0.3469727885084977,0.19907343302343028,2.388762789235098,0.6795599387242468,-1.3659232098425411,-0.4580358667795762,-0.011316754183795323,-0.02170303158268375,False
Albania,2015,9.6,13157.0887547265,105.135145985401,Low,-0.32427751297771745,0.1965481686600161,2.3608540011180215,0.6076868535416766,-1.3659232098425411,-0.45752437615984143,0.00038659367036141006,-0.05309911202305505,False
Albania,2016,9.4,13693.2662282317,104.967189781022,Low,-0.2879357140895592,0.19516175482661152,2.341805806147327,0.5507290973899882,-1.3659232098425411,-0.45708696527345216,0.10404525722737305,-0.07478410322621004,False
Albania,2017,9.3,14155.8537275777,104.870693430657,Low,-0.25770741729722674,0.19436422032128614,2.33214389523559,0.5481319655913001,-1.3659232098425411,-0.4567225531930505,0.04534446422277879,-0.08586450124394175,False
Albania,2018,9.3,14711.8285221176,104.612262773723,Low,-0.2226573137518416,0.19222472634955573,2.33214389523559,0.5448320485223935,-1.3659232098425411,-0.45642979189153554,0.080432498861958,-0.08586450124394175,False
Albania,2019,9.4,15079.3740526678,104.167554744526,Low,-0.20020616859432525,0.188530795315584,2.341805806147327,0.5448320485223935,-1.3659232098425411,-0.45620666250574754,0.15518886966728226,-0.07478410322621004,False
Albania,2020,9.4,14663.6386904016,103.571131386861,Low,-0.225642448618414,0.1835520551359064,2.341805806147327,0.5448320485223935,-0.9162149444659131,-0.4560516876448914,0.395616162474328,-0.07478410322621004,False
Albania,2021,9.5,16127.7048522441,102.615547445255,Low,-0.13905520228597004,0.1755156624849336,2.3513752571634776,0.5448320485223935,-0.9162149444659131,-0.45549353833928163,0.35709074696579807,-0.06386364443643142,False
Andorra,2000,7.6,54809.1441679423,139.755319148936,High,0.9739994884418522,0.44368539691008707,2.151762203259462,-0.45035389373150186,-0.9162149444659131,0.0585103047392869,-0.20566883376573367,-0.30344059676771296,True
Andorra,2001,7.2,59109.0136806378,140.110638297872,High,1.0427195553334958,0.4458924786027298,2.1041341542702074,-0.45035389373150186,-0.34964953457013626,0.05851039154128768,-0.2447161031202791,-0.36455956524541117,True
Andorra,2002,6.9,61188.6370851474,141.502127659574,High,1.0741815392886898,0.4544826096984641,2.066862759472976,-0.45035389373150186,-0.5971418523671191,0.05851037788334031,-0.18782550199669631,-0.41355711331167755,True
Andorra,2003,6.6,63656.1958332184,147.842553191489,High,1.110153908351477,0.49259112955736445,2.028148247292285,-0.43721787124699313,-1.3659232098425411,0.058510329422997276,-0.37525583992114436,-0.4655865874604097,True
Andorra,2004,6.2,64353.4858113531,158.13829787234,High,1.1200665777917194,0.5511426398852899,1.9740810260220096,-0.326350214402695,-1.3659232098425411,0.058510379460492166,-0.48706580801650434,-0.5402766700043609,True
Andorra,2005,6.0,65114.8053663021,164.725531914894,High,1.1307675780384672,0.5866487795674741,1.9459101490553132,-0.4596327609715041,-0.9162149444659131,0.058510242088078715,-0.3552440955019538,-0.5801715385065158,True
Andorra,2006,5.6,66390.293726491,169.329787234043,High,1.1484183388039497,0.6106381026352156,1.8870696490323797,-0.33591766328048667,0.1716395051083029,0.05851050000457354,-0.6303564909907361,-0.6657803231165093,True
Andorra,2007,5.4,65534.1168555171,174.206382978723,High,1.1366080545528345,0.6353493272748656,1.8562979903656263,-0.16506558643672525,-0.34964953457013626,0.05851048181415458,-0.6492392016584978,-0.7118357828034292,True
Andorra,2008,5.1,60691.6051530637,177.648936170213,High,1.0667604309569008,0.6523830990929569,1.8082887711792655,-0.08913115510912602,-1.3659232098425411,0.058510490505920006,-0.32314345214184825,-0.7855501294800457,True
Andorra,2009,4.8,57203.9708883731,178.485106382979,High,1.0129117216942976,0.6564709219582303,1.7578579175523736,0.026343252297019486,-1.3659232098425411,0.05851049173944208,-0.15321290890314138,-0.8655538633634914,True
Andorra,2010,4.6,58285.0577756981,171.714893617021,High,1.0299469337335878,0.6228113446184272,1.7227665977411035,0.20072480341097948,-1.3659232098425411,0.058510249845650744,0.45810154211069964,-0.9228646733617788,True
Andorra,2011,4.4,60470.4662377044,165.495744680851,High,1.0634390835282757,0.5907078467540581,1.6863989535702288,0.3102605695674941,-1.3659232098425411,0.0585103744584188,0.43822124514137184,-0.983756324772163,True
Andorra,2012,4.1,58172.1323929474,163.476595744681,High,1.0281823574023152,0.5800265437945106,1.62924053973028,0.2856326503007444,-1.3659232098425411,0.058510246967698236,0.09688517867343924,-1.082712904824309,True
Andorra,2013,3.9,57332.1585611366,159.987234042553,High,1.0149483832522708,0.5612549091793304,1.589235205116581,0.2848021978849033,-0.34964953457013626,0.05851041088827734,0.13118415405770567,-1.1544832318948668,True
Andorra,2014,3.7,59929.2444670501,156.887234042553,High,1.0552588060857249,0.5442334094946272,1.547562508716013,0.2875765161415435,-0.5971418523671191,0.058510341954859595,0.12094889067910176,-1.2315860092317497,True
Andorra,2015,3.5,62105.1542389675,153.56170212766,High,1.0877092046974206,0.5255979261305761,1.5040773967762742,0.3770204959341231,-0.5971418523671191,0.058510394467341055,0.17573577544460695,-1.314742859446679,True
Andorra,2016,3.4,64402.8092369468,153.576595744681,High,1.1207636865568726,0.525682276999938,1.4816045409242156,-0.06361369703453948,-0.9162149444659131,0.05851016798034455,0.17167017497712445,-1.3588559585037705,True
Andorra,2017,3.2,63239.6577711911,156.942553191489,High,1.1041804686564343,0.544540074767445,1.4350845252893227,0.09189374908592951,-1.3659232098425411,0.05851047339423148,0.23478565066764084,-1.4527769271409607,True
Andorra,2018,3.1,63048.5985572834,159.91914893617,High,1.1014273750286365,0.5608845997843148,1.410986973710262,0.18208273960994134,-1.3659232098425411,0.05851015067545622,0.3483321709054442,-1.5028754710854262,True
Andorra,2019,3.0,63215.899791913,162.710638297872,High,1.1038385780072228,0.5759402843285674,1.3862943611198906,0.18208273960994134,-1.3659232098425411,0.05851019915554331,0.32901388374892765,-1.5552868725401552,True
Andorra,2020,2.9,55488.4902991095,164.63829787234,High,0.9852079248719432,0.5861878621713263,1.3609765531356006,0.18208273960994134,-1.3659232098425411,0.05851026773757354,0.8471792224391718,-1.61020064180783,True
Andorra,2021,2.8,59332.2029100127,166.731914893617,High,1.0461487020088576,0.5971834474179076,1.33500106673234,0.18208273960994134,-1.3659232098425411,0.05851039349144035,0.6920092763011937,-1.667828940754656,True
Austria,2000,5.5,53599.6093339584,97.0863548230732,High,0.953695257409102,0.1275088647573925,1.8718021769015913,0.37107859156257356,1.1879131803807081,0.4703924118154252,0.9867495018665196,-0.688517421924107,True
Austria,2001,5.4,54098.0257018521,97.4587130392632,High,0.9621170331558697,0.13082583444442752,1.8562979903656263,0.37111898708159896,1.0076606644088186,0.49088252943677113,1.0084553023037284,-0.7118357828034292,True
Austria,2002,5.3,54631.6008500547,97.9393722733883,High,0.9710473260507354,0.13508905110585617,1.840549633397487,0.4232633593221991,1.071056035861559,0.5124946921125574,1.049641183318553,-0.7357617023673347,True
Austria,2003,5.2,54986.7435667207,98.4176320891905,High,0.9769430314977475,0.13931047909148214,1.824549292051046,0.44307189076581255,1.0076606644088186,0.5353648564006231,1.099376314038754,-0.7603231928673255,True
Austria,2004,5.1,56048.4808874949,99.0301260300533,High,0.9943444331227614,0.14468718391765167,1.8082887711792655,0.47016938727283314,1.071056035861559,0.5596542543773,1.1518368725054158,-0.7855501294800457,True
Austria,2005,4.9,56959.6381151635,99.7070891904993,High,1.0090170612676748,0.15059165471375927,1.7749523509116738,0.4242528358376075,0.8688400882819141,0.5855567204427207,1.125244527194395,-0.8381301526520784,True
Austria,2006,4.8,58531.5097883729,100.201660203587,High,1.033786159441426,0.1548802649752281,1.7578579175523736,0.36718405832291073,1.071056035861559,0.6133089825404329,1.0941414062867734,-0.8655538633634914,True
Austria,2007,4.6,60544.6340440484,100.526987396995,High,1.0645543823774029,0.15768988641378465,1.7227665977411035,0.35485478598584824,0.9404208625837251,0.6432026539026071,1.0944548984211218,-0.9228646733617788,True
Austria,2008,4.5,61232.5490249797,100.842171594765,High,1.0748342811588179,0.1604033367824113,1.7047480922384253,0.3709631732859062,1.071056035861559,0.6756075246277982,1.1570686693507528,-0.9528389946168363,True
Austria,2009,4.4,58882.1418702532,101.106677169171,High,1.0392205326007908,0.16267401715711102,1.6863989535702288,0.3926885364992725,1.071056035861559,0.7109962687268168,1.316050738826119,-0.983756324772163,True
Austria,2010,4.3,59803.3726339705,101.350024236549,High,1.0533457332933107,0.16475787056254537,1.667706820558076,0.35436780538848184,0.8688400882819141,0.7499875202383347,1.3145417244011197,-1.0156691595617524,True
Austria,2011,4.2,61346.9594696188,101.692232186137,High,1.0765327725348064,0.16767993182451027,1.6486586255873816,0.35734373091124194,0.6213477704849312,0.7934162109735294,1.2530551989552163,-1.04863422061647,True
Austria,2012,4.0,61451.549099757,102.156943771207,High,1.0780826989318526,0.17163248113145987,1.6094379124341003,0.34883245058920553,0.30227467838613725,0.8424464949620702,1.3076733261094011,-1.1179717936197253,True
Austria,2013,3.9,60937.2569094954,102.760821619001,High,1.0704357850582193,0.1767421733813274,1.589235205116581,0.3253984184685559,-0.14743358699049106,0.8872562001434489,1.3348340229895013,-1.1544832318948668,True
Austria,2014,3.8,60919.8407084024,103.567086766844,High,1.0701756984543638,0.18351819517008894,1.5686159179138452,0.34789744350504787,-0.9162149444659131,0.8867024511615885,1.3605559468579114,-1.19232598808251,True
Austria,2015,3.7,61025.999453964,104.734597673291,High,1.07175987756727,0.1932381634740776,1.547562508716013,0.33195614944131446,0.1716395051083029,0.8861500051150426,1.3603612070878055,-1.2315860092317497,True
Austria,2016,3.6,61647.7794679581,105.873339796413,High,1.080983556159974,0.20261577540250372,1.5260563034950494,0.35383436977906474,0.7923189180522114,0.8855971253785956,1.3556192905012792,-1.2723572876891025,True
Austria,2017,3.6,62612.1399337979,106.61131846825,High,1.0951067385499946,0.20863986583853592,1.5260563034950494,0.3865858268435814,0.5248419685514151,0.8850474534923445,1.36552151726831,-1.2723572876891025,True
Austria,2018,3.5,63855.7816802723,107.131858943286,High,1.1130022679132876,0.21286422142700265,1.5040773967762742,0.3865858268435814,0.9404208625837251,0.8844572262176865,1.3545563937211798,-1.314742859446679,True
Austria,2019,3.5,64688.1438223164,107.609306834707,High,1.1247859924507067,0.216721024541194,1.5040773967762742,0.3865858268435814,0.7101245024505141,0.8838241316541804,1.397686665215433,-1.314742859446679,True
Austria,2020,3.4,60349.9022781104,108.057004362579,High,1.0616231798434874,0.2203221336766648,1.4816045409242156,0.3865858268435814,0.9404208625837251,0.8831511362378032,1.649730184062023,-1.3588559585037705,True
Austria,2021,3.3,62968.9422311892,108.528805138148,High,1.1002770913829238,0.22410115682798876,1.4586150226995167,0.3865858268435814,0.8688400882819141,0.8824371469268376,1.8947162013745558,-1.4048213569416397,True
Bahrain,2000,12.5,57968.9956082135,898.002816901408,Low,1.0249994939556237,2.0669284560568637,2.6026896854443837,-0.5922026286804326,-0.5971418523671191,0.8768531963471929,-1.4373979251079456,0.20522076543608775,False
Bahrain,2001,12.0,57280.6986707494,931.430985915493,High,1.0141313297869459,2.0988888255279226,2.5649493574615367,-0.7138011883064288,-1.3659232098425411,0.8790404799887993,-1.3556935553752971,0.1668488203238328,True
Bahrain,2002,11.6,55096.6571550779,1000.77887323944,High,0.9787599870830258,2.1616885918309783,2.533696813957432,-0.6156527770001815,-0.9162149444659131,0.8812403703166245,-1.2533578027981351,0.13455715728493362,True
Bahrain,2003,11.3,54431.8763559658,1061.82916666667,High,0.9677148501353128,2.2134753780994543,2.509599262378372,-0.42905342154327686,-0.5971418523671191,0.8834530158569546,-1.1460328223748892,0.10933050022237457,True
Bahrain,2004,11.0,54045.092888858,1128.41232876712,High,0.9612263144033248,2.266668050391132,2.4849066497880004,-0.32045610729539326,-0.9162149444659131,0.8856785677760041,-1.3490071055772843,0.08317777507101651,True
Bahrain,2005,10.6,53478.2662415503,1201.11081081081,High,0.9516330616245253,2.321277601856489,2.451005098112319,-0.34726952259090216,-0.9162149444659131,0.8879171799426485,-1.4798108290477243,0.04675946900794859,True
Bahrain,2006,10.3,52691.9323366851,1297.87027027027,High,0.9381550247555209,2.389048313301869,2.424802725718295,-0.24674763667215643,-0.9162149444659131,0.8901690089933574,-1.564487736082179,0.0181955471252404,True
Bahrain,2007,9.8,52731.7921672618,1385.72666666667,High,0.9388430611049681,2.446345031065021,2.379546134130174,-0.22326707580740124,-0.5971418523671191,0.8924342143988715,-1.4594970996343108,-0.03202247689451409,True
Bahrain,2008,9.4,52765.3899455546,1451.96842105263,High,0.9394226018702111,2.487194000135941,2.341805806147327,-0.19993929628517604,-0.5971418523671191,0.892227368076151,-1.5104334803897401,-0.07478410322621004,True
Bahrain,2009,9.0,50665.7507489219,1550.54605263158,High,0.9024766269150455,2.544658837385208,2.302585092994046,-0.2160780849510831,-0.9162149444659131,0.8915592477708332,-0.927953585091239,-0.12010772961402391,True
Bahrain,2010,8.6,50704.8479679819,1612.26115485564,High,0.9031784825924445,2.578804963812856,2.2617630984737906,-0.22485447438194314,-1.3659232098425411,0.8908923059878078,-1.0440981720208058,-0.16827574684307633,True
Bahrain,2011,8.3,53132.3284162611,1558.0443285528,High,0.9457281477153263,2.548879315241414,2.2300144001592104,-0.11479518888618938,-1.3659232098425411,0.8902265385308288,-1.1569467585329138,-0.20646415886160197,True
Bahrain,2012,8.1,54516.8406594787,1570.08311688312,High,0.9691340024341946,2.555613190878911,2.2082744135228043,-0.04909905621201745,-1.3659232098425411,0.889561941225888,-1.0356325596540656,-0.23299181516395218,True
Bahrain,2013,7.9,55376.4005147894,1627.52077922078,High,0.9833680562137662,2.587046448289997,2.186051276738094,0.06413905249876953,-1.3659232098425411,0.888898509921205,-0.9367123897723576,-0.2604346936239273,True
Bahrain,2014,7.8,55065.8189472129,1705.00907911803,High,0.9782505740201017,2.6277396542843787,2.174751721484161,-0.0022617959975371,-1.3659232098425411,0.8882362404871574,-0.8867819186890556,-0.27451688429205273,True
Bahrain,2015,7.7,54149.9131524721,1761.33933161954,High,0.9629893157665029,2.6561776747378705,2.1633230256605382,0.019134579212845157,-0.9162149444659131,0.8875751288158662,-0.6252151308396761,-0.2888495518298837,True
Bahrain,2016,7.6,54107.0752236423,1827.63286264442,High,0.9622692253497657,2.6885035763363416,2.151762203259462,0.015070732804880298,-1.3659232098425411,0.8869151708213623,-0.6778146103801664,-0.30344059676771296,True
Bahrain,2017,7.7,53859.7749589601,1924.50769230769,High,0.9581010174499028,2.7336932328404195,2.1633230256605382,-0.008655646229224979,-0.5971418523671191,0.886256362439101,-0.8392828524409819,-0.2888495518298837,True
Bahrain,2018,7.7,54893.0724411368,1931.99357326478,High,0.9753917074533204,2.7370900096072024,2.1633230256605382,0.04058437343095997,-1.3659232098425411,0.8855986996261341,-1.0252256793460508,-0.2888495518298837,True
Bahrain,2019,7.8,56749.9628370612,1902.25128205128,High,1.005661497827732,2.723515661059721,2.174751721484161,0.04058437343095997,-1.3659232098425411,0.8849421783606827,-1.1089228143489085,-0.27451688429205273,True
Bahrain,2020,8.0,53814.2452592358,1875.41910828025,High,0.9573315356987228,2.7110862252098475,2.1972245773362196,0.04058437343095997,-0.9162149444659131,0.8842867946421138,-0.7424382122983051,-0.24659541787854386,True
Bahrain,2021,8.2,54954.6757895532,1904.25949367089,High,0.9764122422244508,2.724438862597212,2.2192034840549946,0.04058437343095997,-0.9162149444659131,0.8842867946421138,-0.8488008219124042,-0.21961694634235135,True
Bangladesh,2000,85.4,2712.93512215725,1033.6045478989,Low,-1.7606755322427088,2.189913589858222,4.45898767581001,-0.24731673959048864,1.1310229129243907,-0.7024787568708785,-2.406687664353083,1.5444053020396147,False
Bangladesh,2001,80.1,2803.55471950946,1050.97802873166,Low,-1.7307898324565383,2.2044917759994695,4.395682961121367,-0.7002801483130703,0.9404208625837251,-0.7023827309024266,-2.431477901024126,1.510662457578364,False
Bangladesh,2002,75.3,2866.43454328715,1067.32471383575,Low,-1.710614708279118,2.2179901860921314,4.334672938290411,-0.8665488093529399,1.071056035861559,-0.7027030578537649,-2.3118755601142675,1.477586696647882,False
Bangladesh,2003,70.9,2958.91503115633,1082.97112237843,Low,-1.6817319934042818,2.230718255736847,4.275276264727001,-0.8569853142847758,0.7923189180522114,-0.7030767390717448,-2.292203143680858,1.4448448503490132,False
Bangladesh,2004,66.9,3071.83778764611,1097.8171314435,Low,-1.6476645786977693,2.2426264799215923,4.21803603456465,-0.21290495572612378,-1.3659232098425411,-0.7035016499092223,-2.265792475989512,1.4127714300582261,False
Bangladesh,2005,63.2,3231.61370692891,1111.74453407083,Low,-1.6015423143523966,2.2536525058816794,4.162003210695915,-0.55992276606955,0.1716395051083029,-0.703973020905512,-2.223365887895427,1.3808649654155851,False
Bangladesh,2006,59.8,3407.4273502159,1124.7289928555,Low,-1.5533541472593557,2.2638084184279523,4.107589788972121,-0.49751227087327854,0.023537560576789393,-0.7044992846084864,-2.190166851076947,1.3493837523782735,False
Bangladesh,2007,56.7,3608.91543819399,1136.89235614965,Low,-1.5010956803786937,2.273216395904712,4.055257173514054,-0.4754738514803161,0.023537560576789393,-0.7050782547380868,-2.1447211094912277,1.3186310181380887,False
Bangladesh,2008,53.9,3787.9382761855,1148.30040715987,Low,-1.4570552779714547,2.2819492153221916,4.005513348515485,-1.136671227952427,-0.34964953457013626,-0.7057077932398955,-2.1816563667007807,1.2889551472094116,False
Bangladesh,2009,51.3,3942.13631207203,1159.05134823692,Low,-1.4207589325500163,2.29010004320232,3.9569963710708773,-0.6924807336535233,-0.5971418523671191,-0.7063856109609206,-2.137557140951842,1.259582348653043,False
Bangladesh,2010,48.9,4125.46390163202,1169.25544288238,Low,-1.37940916715026,2.2977667056990074,3.910021002757473,-1.0947490888975893,0.023537560576789393,-0.7071175674700273,-2.067153163151767,1.2307284174939797,False
Bangladesh,2011,46.7,4352.42643359325,1179.92683413997,Low,-1.330691085935091,2.305713279442816,3.8649313978942956,-1.3864653115245416,-0.34964953457013626,-0.7078987635473402,-2.0170610272380496,1.2026390836259677,False
Bangladesh,2012,44.7,4592.04840919812,1191.28909118845,Low,-1.2819381144288224,2.314095766015134,3.822098297900159,-1.2315585484272855,0.023537560576789393,-0.7027033975944018,-2.023853928425521,1.1755891041826982,False
Bangladesh,2013,42.7,4822.72621378266,1202.52086502266,Low,-1.2373506235080776,2.322303841809072,3.7773481021015445,-0.6960849312006837,-0.34964953457013626,-0.6972631863009108,-2.0620686973913087,1.1469373738252797,False
Bangladesh,2014,40.7,5068.63965672741,1213.52791733886,Low,-1.192107750707684,2.3302737104630316,3.730501128804756,-0.8927097945925908,-0.5971418523671191,-0.6915824089708078,-2.0730818143695777,1.1165037555739599,False
Bangladesh,2015,38.8,5352.71133299566,1224.42328493508,Low,-1.1424998740887609,2.3380918933450565,3.6838669122903918,-1.1007471876557724,-0.9162149444659131,-0.6856484895798675,-2.077723036326434,1.0857497264946585,False
Bangladesh,2016,36.9,5682.53553494306,1235.3993393255,Low,-1.0881030437304682,2.345898001452262,3.634951112088381,-0.8787660920586439,-0.9162149444659131,-0.6794627772383955,-2.0006520060850246,1.0529852958412906,False
Bangladesh,2017,35.2,6005.70718781048,1245.95641852962,Low,-1.0377827800485522,2.3533410293761863,3.5890591188317256,-1.5179214409620805,-0.9162149444659131,-0.6730179259965668,-2.0150896719765075,1.0217619115078918,False
Bangladesh,2018,33.7,6392.59334024091,1256.22726434662,Low,-0.9809872103742047,2.360522024893089,3.5467396869528134,-1.4404568752204145,-0.9162149444659131,-0.6663089682385532,-2.0485318850414678,0.992541900902767,False
