Country Name,Year,People using safely managed drinking water services percentage
Suriname,2000,51.5803961625168
Slovak Republic,2000,92.1796452286387
Slovenia,2000,91.1052295089035
Sweden,2000,99.3918988970255
Chad,2000,5.52087398982528
Europe & Central Asia (IDA & IBRD countries),2000,70.4999926470853
Togo,2000,7.44596842465642
Tajikistan,2000,35.9904603176081
Turkmenistan,2000,66.6675883090749
Latin America & the Caribbean (IDA & IBRD countries),2000,61.7256711266731
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2000,50.3919141073849
Tonga,2000,29.2411472265543
Tunisia,2000,71.8136237472982
Tuvalu,2000,7.66980051331356
Tanzania,2000,1.43044680120711
Uganda,2000,2.29626287967983
Ukraine,2000,66.5397827954019
Upper middle income,2000,69.0220178308598
Uzbekistan,2000,53.7674868374195
Virgin Islands (U.S.),2000,97.583093306081
Viet Nam,2000,45.6390026063153
World,2000,60.8162176831026
Samoa,2000,60.5048563589423
Zimbabwe,2000,29.1933272287899
Afghanistan,2001,11.1052211474061
Africa Western and Central,2001,13.8168939931519
Albania,2001,49.0811977467469
Andorra,2001,90.6400015039874
Armenia,2001,82.4586186922954
American Samoa,2001,81.6167128690211
Austria,2001,96.8904977699123
Azerbaijan,2001,59.4884133959154
Belgium,2001,99.6313488418055
Bangladesh,2001,55.3251160869331
Bulgaria,2001,90.1840638943505
Bahrain,2001,98.8884967814595
Bosnia and Herzegovina,2001,87.4727233919538
Belarus,2001,81.9630686489329
Brazil,2001,76.5975256507164
Bhutan,2001,22.7460097420912
Central African Republic,2001,8.3960175599728
Canada,2001,98.1758129113122
Switzerland,2001,96.7000026535092
Chile,2001,92.5939094976499
Cote d'Ivoire,2001,23.563048593215
"Congo, Dem. Rep.",2001,12.2132374168815
"Congo, Rep.",2001,27.5830848552914
Colombia,2001,68.8641708171215
Costa Rica,2001,76.7539586919257
Cyprus,2001,95.8530051421198
Czechia,2001,96.3179218850059
Germany,2001,99.8429019834058
Denmark,2001,94.0215450080604
Dominican Republic,2001,42.0816801399603
Algeria,2001,70.6421850278993
East Asia & Pacific,2001,68.3745592272323
Europe & Central Asia (excluding high income),2001,63.6616178403847
Europe & Central Asia,2001,86.4336244226215
Ecuador,2001,58.7580237951327
Euro area,2001,96.8716935811281
Spain,2001,99.3527666689
Estonia,2001,92.0087903155716
Ethiopia,2001,5.42753511001309
European Union,2001,95.6104076305813
Fragile and conflict affected situations,2001,22.7620822874586
Finland,2001,94.2073961944107
Fiji,2001,39.3319456998852
France,2001,97.3523580645984
United Kingdom,2001,99.9999977127832
Georgia,2001,64.0628318375825
Ghana,2001,12.3397955264734
Gibraltar,2001,100.0
"Gambia, The",2001,23.0474977605269
Guinea-Bissau,2001,18.0717739021835
Greece,2001,99.2181222866029
Grenada,2001,79.6100248763914
Guatemala,2001,47.299018553813
Guam,2001,98.7909164048756
High income,2001,91.9861859265506
"Hong Kong SAR, China",2001,98.2478356334036
Honduras,2001,41.8710664388378
Croatia,2001,85.168949071646
Hungary,2001,86.6395715682816
IDA total,2001,25.9591264213812
IDA blend,2001,27.4090216360599
Indonesia,2001,23.8774394930567
IDA only,2001,25.0519760994284
Ireland,2001,64.5359392655581
"Iran, Islamic Rep.",2001,90.5700791978803
Iraq,2001,50.717648289083
Iceland,2001,90.6908040858173
Israel,2001,99.7721384052142
Italy,2001,94.9871086639703
Jordan,2001,53.4970543256066
Japan,2001,97.8542425565956
Kazakhstan,2001,63.3698412703438
Kyrgyz Republic,2001,45.6587019870185
Cambodia,2001,17.4453496376519
Kiribati,2001,10.3328381356273
Kuwait,2001,100.0
Latin America & Caribbean (excluding high income),2001,60.7598678358949
Lao PDR,2001,6.66564043132179
Lebanon,2001,43.7059891692063
Latin America & Caribbean,2001,71.3286143539883
Least developed countries: UN classification,2001,23.947492941224
Low income,2001,19.0477008557285
Liechtenstein,2001,100.0
Sri Lanka,2001,44.8200054949636
Lower middle income,2001,44.8488059032912
Low & middle income,2001,53.6369343360373
Lesotho,2001,9.72005050264255
Lithuania,2001,68.722956045526
Luxembourg,2001,99.8303122786827
Latvia,2001,92.3652817109568
"Macao SAR, China",2001,99.971207177814
St. Martin (French part),2001,96.7
Morocco,2001,41.9554705885828
Monaco,2001,100.0
Moldova,2001,42.2613658439284
Madagascar,2001,7.48878097181858
"Middle East, North Africa, Afghanistan & Pakistan",2001,72.3491975016608
Mexico,2001,39.77693455551
North Macedonia,2001,80.4527398776307
Malta,2001,99.9999964485413
Myanmar,2001,28.9612262131022
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2001,50.7367733606446
Mongolia,2001,19.2154060889655
Northern Mariana Islands,2001,82.204659223948
Malawi,2001,7.30106086676686
Malaysia,2001,92.6972766152173
New Caledonia,2001,87.0439625056997
Nigeria,2001,12.9658196398697
Nicaragua,2001,47.9499921044848
Netherlands,2001,99.9926909475639
Norway,2001,99.9088273317647
Nepal,2001,27.0376871451692
New Zealand,2001,84.3935709836062
Oman,2001,83.8937495081906
Pakistan,2001,34.9371607620548
Peru,2001,45.2970342463624
Philippines,2001,40.6824404070805
Palau,2001,66.3145590263617
Puerto Rico (US),2001,75.2459324516994
"Korea, Dem. People's Rep.",2001,69.0183483043697
Portugal,2001,93.6934325758925
Paraguay,2001,50.7923976210312
West Bank and Gaza,2001,73.4689138016954
French Polynesia,2001,92.0288487450762
Qatar,2001,96.3402204469615
Romania,2001,81.6089984086428
Russian Federation,2001,74.7430892333141
Senegal,2001,20.2637262115763
Singapore,2001,100.0
Sierra Leone,2001,5.30657777176804
San Marino,2001,100.0
Serbia,2001,74.381261973702
Sub-Saharan Africa,2001,17.5524692315277
Sao Tome and Principe,2001,26.2214468654438
Suriname,2001,51.8157527188249
Slovak Republic,2001,92.1779876499247
Slovenia,2001,91.1052295089035
Sweden,2001,99.4043482350048
Chad,2001,5.55436340416389
Europe & Central Asia (IDA & IBRD countries),2001,70.6660945539232
Togo,2001,7.56511196674744
Tajikistan,2001,37.0220398885975
Turkmenistan,2001,67.8586887734471
Latin America & the Caribbean (IDA & IBRD countries),2001,62.1207517572734
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2001,50.5432433889429
Tonga,2001,29.248958960807
Tunisia,2001,72.1109698372259
Tuvalu,2001,7.69265746909702
Tanzania,2001,1.47342192224391
Uganda,2001,2.73502526637303
Ukraine,2001,66.55705363725
Upper middle income,2001,69.2615245949664
Uzbekistan,2001,55.1148703933446
Virgin Islands (U.S.),2001,97.6125034754348
Viet Nam,2001,46.2039694052987
World,2001,61.1302019260077
Samoa,2001,60.5307153801122
Zimbabwe,2001,29.3447628566926
Afghanistan,2002,12.0077331734354
Africa Western and Central,2002,14.4763939761007
Albania,2002,48.984765568043
Andorra,2002,90.6400011907925
Armenia,2002,82.5738249153644
American Samoa,2002,82.6626371991011
Austria,2002,97.0617545103043
Azerbaijan,2002,60.1104341282052
Belgium,2002,99.6313528459953
Bangladesh,2002,55.3037151491832
Bulgaria,2002,90.7046279123594
Bahrain,2002,98.8950135029766
Bosnia and Herzegovina,2002,87.5946170566855
Belarus,2002,82.1121894580886
Brazil,2002,76.9846391084615
Bhutan,2002,23.200963523096
Central African Republic,2002,8.26170337509347
Canada,2002,98.1779444590817
Switzerland,2002,96.6999981182012
Chile,2002,93.0706286963931
Cote d'Ivoire,2002,24.0067422283943
"Congo, Dem. Rep.",2002,12.2086613773517
"Congo, Rep.",2002,27.7818063411857
Colombia,2002,69.1752616173546
Costa Rica,2002,77.0867143581572
Cyprus,2002,95.8530439729194
Czechia,2002,96.435829369237
Germany,2002,99.8429031343674
Denmark,2002,94.0215456319684
Dominican Republic,2002,42.2025337604448
Algeria,2002,71.1918583653421
East Asia & Pacific,2002,69.6107035157427
Europe & Central Asia (excluding high income),2002,64.1936954937114
Europe & Central Asia,2002,86.6318381094586
Ecuador,2002,59.2665603894288
Euro area,2002,96.9475945133577
Spain,2002,99.3870758973931
Estonia,2002,92.3397737920971
Ethiopia,2002,5.59343665797539
European Union,2002,95.7101298464155
Fragile and conflict affected situations,2002,23.0618512346571
Finland,2002,94.604465834526
Fiji,2002,39.4308391558438
France,2002,97.3488709314317
United Kingdom,2002,99.9999974333758
Georgia,2002,64.1471656879787
Ghana,2002,13.2755197352788
Gibraltar,2002,100.0
"Gambia, The",2002,24.3519061147622
Guinea-Bissau,2002,18.3696591968195
Greece,2002,99.2873597690885
Grenada,2002,80.5047783886163
Guatemala,2002,47.7818078621464
Guam,2002,98.8153596165512
High income,2002,92.4305237474682
"Hong Kong SAR, China",2002,98.3714603893731
Honduras,2002,42.1483877054484
Croatia,2002,85.2101916675425
Hungary,2002,86.6755637751858
IDA total,2002,26.2463183312326
IDA blend,2002,27.845659292116
Indonesia,2002,24.2112761835265
IDA only,2002,25.2444062713924
Ireland,2002,64.6460388612419
"Iran, Islamic Rep.",2002,90.7944258612984
Iraq,2002,51.1934997811071
Iceland,2002,91.226001471291
Israel,2002,99.7578755815316
Italy,2002,95.2059380209067
Jordan,2002,53.4996419009404
Japan,2002,97.8542425565956
Kazakhstan,2002,64.9297312497977
Kyrgyz Republic,2002,45.9421332535423
Cambodia,2002,17.9278350570634
Kiribati,2002,10.4396823577244
"Korea, Rep.",2002,97.1056507648801
Kuwait,2002,100.0
Latin America & Caribbean (excluding high income),2002,61.0724274366757
Lao PDR,2002,8.60166440077817
Lebanon,2002,43.9328790060317
Latin America & Caribbean,2002,71.603547231027
Least developed countries: UN classification,2002,24.1174878166371
Low income,2002,19.2786104637815
Liechtenstein,2002,100.0
Sri Lanka,2002,44.948926886999
Lower middle income,2002,45.6137177364313
Low & middle income,2002,54.3812883409072
Lesotho,2002,10.6104269256094
Lithuania,2002,69.0612259655793
Luxembourg,2002,99.8294007478669
Latvia,2002,92.3939644560111
"Macao SAR, China",2002,99.971207177814
St. Martin (French part),2002,96.7
Morocco,2002,42.3930789891231
Monaco,2002,100.0
Moldova,2002,44.215875203015
Madagascar,2002,8.05968949541681
"Middle East, North Africa, Afghanistan & Pakistan",2002,72.6427922136022
Mexico,2002,39.959240354677
North Macedonia,2002,80.4310344832757
Malta,2002,100.0
Myanmar,2002,30.4343032817297
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2002,50.8068165698763
Mongolia,2002,20.1966350593652
Northern Mariana Islands,2002,82.3817725689221
Malawi,2002,7.68051574187715
Malaysia,2002,92.7632828980385
New Caledonia,2002,87.0439625056997
Nigeria,2002,13.7774329888091
Nicaragua,2002,48.0510522344945
Netherlands,2002,99.9915103878702
Norway,2002,99.9088250998136
Nepal,2002,27.2995745029258
New Zealand,2002,84.3935710946164
Oman,2002,83.889172068992
Pakistan,2002,35.0472841421609
Peru,2002,45.6919055303477
Philippines,2002,41.8281839506723
Palau,2002,67.1925222220041
Puerto Rico (US),2002,75.3599136356142
"Korea, Dem. People's Rep.",2002,69.0372312290259
Portugal,2002,93.7277817934636
Paraguay,2002,51.734895397557
West Bank and Gaza,2002,73.8008204636219
Post-demographic dividend,2002,95.0984847547456
French Polynesia,2002,92.0288865443887
Qatar,2002,96.3402204469615
Romania,2002,81.588618803031
Russian Federation,2002,74.7897754795531
Senegal,2002,20.4971792021067
Singapore,2002,100.0
Sierra Leone,2002,5.48762445745711
San Marino,2002,100.0
Serbia,2002,74.4205439339545
Sub-Saharan Africa,2002,18.0159505606708
Sao Tome and Principe,2002,26.71531216508
Suriname,2002,52.0507334984796
Slovak Republic,2002,92.8133267287802
Slovenia,2002,91.1052295089035
Sweden,2002,99.4169454320102
Chad,2002,5.58659704293732
Europe & Central Asia (IDA & IBRD countries),2002,70.9066425720776
Togo,2002,7.68563842022978
Tajikistan,2002,38.0782301513349
Turkmenistan,2002,69.0609222865632
Latin America & the Caribbean (IDA & IBRD countries),2002,62.4366638419441
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2002,50.6101773027467
Tonga,2002,29.2565021431517
Tunisia,2002,72.4046537401198
Tuvalu,2002,7.715567732657
Tanzania,2002,1.51735620150323
Uganda,2002,3.27756273191477
Ukraine,2002,66.6277376299086
Upper middle income,2002,70.208351809819
Uzbekistan,2002,56.4562490430839
Virgin Islands (U.S.),2002,97.641913641548
Viet Nam,2002,46.7691161732005
World,2002,61.7982824778198
Samoa,2002,60.4946305190726
Zimbabwe,2002,29.4752630173317
Afghanistan,2003,12.9099215252666
Africa Western and Central,2003,15.1422009213538
Albania,2003,48.8854457544253
Andorra,2003,90.6400000795323
Armenia,2003,82.691905672488
American Samoa,2003,83.7129652954212
Austria,2003,97.2330123948454
Azerbaijan,2003,60.7289597172447
Belgium,2003,99.6313469372192
Bangladesh,2003,55.2787471471295
Bulgaria,2003,91.2254022731149
Bahrain,2003,98.9015298973774
Bosnia and Herzegovina,2003,87.7155836799488
Belarus,2003,82.2597580262297
Brazil,2003,77.2659685376963
Bhutan,2003,23.6574689759674
Central African Republic,2003,8.1277888097269
Canada,2003,98.1801064474093
Switzerland,2003,96.7000016617629
Chile,2003,93.4761730857816
Cote d'Ivoire,2003,24.0859299166158
"Congo, Dem. Rep.",2003,12.198470762078
"Congo, Rep.",2003,27.9804124988277
Colombia,2003,69.4828061807332
Costa Rica,2003,77.4046626717899
Cyprus,2003,95.8455426044293
Czechia,2003,96.554070820316
Germany,2003,99.8429083697779
Denmark,2003,94.0215427892674
Dominican Republic,2003,42.3785890790895
Algeria,2003,71.7269643155818
East Asia & Pacific,2003,70.3569829091918
Europe & Central Asia (excluding high income),2003,64.7504549152435
Europe & Central Asia,2003,86.839621245975
Ecuador,2003,59.7442101819941
Euro area,2003,97.0229380576421
Spain,2003,99.4221127765702
Estonia,2003,92.6746855002471
Ethiopia,2003,5.77620148456472
European Union,2003,95.8028029227769
Fragile and conflict affected situations,2003,23.3777139652945
Finland,2003,95.0015379075561
Fiji,2003,39.5300196522239
France,2003,97.345405522283
United Kingdom,2003,99.9999964375404
Georgia,2003,64.3996928016804
Ghana,2003,14.4110078429247
Gibraltar,2003,100.0
"Gambia, The",2003,25.6664553095829
Guinea-Bissau,2003,18.6673489023335
Greece,2003,99.3551462788489
Grenada,2003,81.4029856216164
Guatemala,2003,48.2630371151062
Guam,2003,98.8398028282268
High income,2003,92.4107860789214
"Hong Kong SAR, China",2003,98.4951534869846
Honduras,2003,43.5207449297522
Croatia,2003,85.2516815437937
Hungary,2003,86.7113006300625
IDA total,2003,26.536226329844
IDA blend,2003,28.2627531094826
Indonesia,2003,24.5432062399174
IDA only,2003,25.4534038055753
Ireland,2003,64.7727310014488
"Iran, Islamic Rep.",2003,91.0140556914604
Iraq,2003,51.6684969308761
Iceland,2003,91.7611960855486
Israel,2003,99.7436136601
Italy,2003,95.4248676910317
Jordan,2003,53.5022685368628
Japan,2003,97.8542425565956
Kazakhstan,2003,66.5029341834334
Kyrgyz Republic,2003,46.2250282526132
Cambodia,2003,18.4105919442458
Kiribati,2003,10.5466858466498
"Korea, Rep.",2003,97.1056507648801
Kuwait,2003,100.0
Latin America & Caribbean (excluding high income),2003,61.3544264409171
Lao PDR,2003,10.6103559864952
Lebanon,2003,44.1597688428572
Latin America & Caribbean,2003,71.8688470740668
Least developed countries: UN classification,2003,24.2841755481853
Low income,2003,19.5629332276589
Liechtenstein,2003,100.0
Sri Lanka,2003,45.0783554158415
Lower middle income,2003,46.3855237549053
Low & middle income,2003,55.1215477494324
Lesotho,2003,11.5238148692864
Lithuania,2003,69.4006602156724
Luxembourg,2003,99.828516919075
Latvia,2003,92.4309546106771
"Macao SAR, China",2003,99.971207177814
St. Martin (French part),2003,96.7
Morocco,2003,42.8282734665875
Monaco,2003,100.0
Moldova,2003,46.2174022201799
Madagascar,2003,8.64678658683702
"Middle East, North Africa, Afghanistan & Pakistan",2003,72.9972063039864
Mexico,2003,40.1396047419486
North Macedonia,2003,80.4093282272604
Malta,2003,99.999998278826
Myanmar,2003,31.93373856325
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2003,50.8823521485481
Mongolia,2003,21.198539835855
Northern Mariana Islands,2003,82.5588859138963
Malawi,2003,8.06942676340793
Malaysia,2003,92.8303094529181
New Caledonia,2003,87.7061108360597
Nigeria,2003,14.6139093044158
Nicaragua,2003,48.1525882816235
Netherlands,2003,99.9903329126133
Norway,2003,99.8545391242545
Nepal,2003,27.5605430954699
New Zealand,2003,84.3935709877851
Oman,2003,83.8845949168068
Pakistan,2003,35.1570729973998
Peru,2003,46.0834622820292
Philippines,2003,42.9920581008632
Palau,2003,68.0647733084561
Puerto Rico (US),2003,75.4738948195291
"Korea, Dem. People's Rep.",2003,69.0558719801947
Portugal,2003,93.7634108920033
Paraguay,2003,52.5689888184747
West Bank and Gaza,2003,74.132020957617
Post-demographic dividend,2003,95.1735329603471
French Polynesia,2003,92.0289243437012
Qatar,2003,96.3402204469615
Romania,2003,81.625979676983
Russian Federation,2003,74.8473833637628
Senegal,2003,20.7763876488998
Singapore,2003,100.0
Sierra Leone,2003,5.67420743879449
San Marino,2003,100.0
Serbia,2003,74.4596560144322
Sub-Saharan Africa,2003,18.496107821285
Sao Tome and Principe,2003,27.2192236242942
Suriname,2003,52.2847152198798
Slovak Republic,2003,93.4496705753462
Slovenia,2003,91.1052295089035
Sweden,2003,99.4294864514494
Chad,2003,5.61782060007602
Europe & Central Asia (IDA & IBRD countries),2003,71.1817306412662
Togo,2003,7.80732407835564
Tajikistan,2003,39.1590295656426
Turkmenistan,2003,70.2736879044562
Latin America & the Caribbean (IDA & IBRD countries),2003,62.7204958941565
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2003,50.6827557252637
Tonga,2003,29.2643153175972
Tunisia,2003,72.6949993203414
Tuvalu,2003,7.75901088519596
Tanzania,2003,1.57507095896928
Uganda,2003,3.84094963487299
Ukraine,2003,66.7362269765906
Upper middle income,2003,70.8864549940636
Uzbekistan,2003,57.790802469349
Virgin Islands (U.S.),2003,97.6713238044204
Viet Nam,2003,47.3329007895177
World,2003,62.3632459808954
Samoa,2003,60.4255758893877
Zimbabwe,2003,29.4471279520498
Afghanistan,2004,13.8186837545214
Africa Western and Central,2004,15.8727058557504
Albania,2004,50.7176777876065
Andorra,2004,90.6400012269587
Armenia,2004,82.8105594508515
American Samoa,2004,84.7676971579816
Austria,2004,97.4042729308709
Azerbaijan,2004,61.3437670511597
Belgium,2004,99.6313537051955
Bangladesh,2004,55.250352936216
Bulgaria,2004,91.7464008521263
Bahrain,2004,98.9080459646621
Bosnia and Herzegovina,2004,87.8356908284727
Belarus,2004,83.3619065222657
Brazil,2004,77.5417105801939
Bhutan,2004,24.1155672357381
Central African Republic,2004,7.99427543453696
Canada,2004,98.1822382032154
Switzerland,2004,96.6999984135583
Chile,2004,93.8845755309309
Cote d'Ivoire,2004,24.164870833197
"Congo, Dem. Rep.",2004,12.1825329393722
"Congo, Rep.",2004,29.5763950242683
Colombia,2004,69.7863824437527
Costa Rica,2004,77.7078495231556
Cyprus,2004,96.1054934482517
Czechia,2004,96.6726853696249
Germany,2004,99.8493488815184
Denmark,2004,94.4184493254521
Dominican Republic,2004,42.5745983047639
Algeria,2004,72.2475517663549
East Asia & Pacific,2004,71.0837024529126
Europe & Central Asia (excluding high income),2004,66.2050065806645
Europe & Central Asia,2004,87.226980175468
Ecuador,2004,60.2214424234426
Euro area,2004,97.1379212733438
Spain,2004,99.4573500510258
Estonia,2004,93.0137311466663
Ethiopia,2004,5.97607492793851
European Union,2004,95.9326225004661
Fragile and conflict affected situations,2004,23.9931842291099
Finland,2004,95.3986061396217
Fiji,2004,39.6295639552361
France,2004,97.4661746635609
United Kingdom,2004,99.9999976821314
Georgia,2004,64.6512521141568
Ghana,2004,15.8079014306574
Gibraltar,2004,100.0
"Gambia, The",2004,26.9447554215463
Guinea-Bissau,2004,18.9649753817784
Greece,2004,99.4215338059156
Grenada,2004,82.3046465753912
Guatemala,2004,48.7440617625004
Guam,2004,98.8642460399023
High income,2004,92.4192165379768
"Hong Kong SAR, China",2004,98.6189149262382
Honduras,2004,44.9249624132859
Croatia,2004,85.292927338925
Hungary,2004,86.7469457675827
IDA total,2004,26.8663919744174
IDA blend,2004,28.7041791828172
Indonesia,2004,24.8734759966767
IDA only,2004,25.7102657227837
Ireland,2004,64.8996303809119
"Iran, Islamic Rep.",2004,91.2288949406054
Iraq,2004,52.1426404599714
Iceland,2004,92.2963946791006
Israel,2004,99.7293409599558
Italy,2004,95.6438976743453
Jordan,2004,53.5048495390942
Japan,2004,97.8542425565956
Kazakhstan,2004,68.0893780089335
Kyrgyz Republic,2004,46.5084617287386
Cambodia,2004,18.8939771301115
Kiribati,2004,10.6537330905102
"Korea, Rep.",2004,97.1056507648801
Kuwait,2004,100.0
Latin America & Caribbean (excluding high income),2004,61.6334831850284
Lao PDR,2004,11.1238516656784
Lebanon,2004,44.3866586796825
Latin America & Caribbean,2004,72.1251930520895
Least developed countries: UN classification,2004,24.4908323851518
Low income,2004,19.8646796517631
Liechtenstein,2004,100.0
Sri Lanka,2004,45.207797617992
Lower middle income,2004,47.2397682809813
Low & middle income,2004,55.8959117824487
Lesotho,2004,12.4615956322682
Lithuania,2004,71.2137430410415
Luxembourg,2004,99.8276489397005
Latvia,2004,92.4921143842167
"Macao SAR, China",2004,99.9733550842849
St. Martin (French part),2004,96.7
Morocco,2004,43.2616173654718
Monaco,2004,100.0
Moldova,2004,48.2670507348227
Madagascar,2004,9.25025815338349
"Middle East, North Africa, Afghanistan & Pakistan",2004,73.3787320710663
Mexico,2004,40.318105067581
North Macedonia,2004,80.3875196455882
Malta,2004,100.0
Myanmar,2004,33.4594569762946
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2004,51.0846557308505
Mongolia,2004,22.2200837957128
Northern Mariana Islands,2004,83.1226913683569
Malawi,2004,8.46742090607843
Malaysia,2004,92.8983104905309
New Caledonia,2004,88.3704550509375
Nigeria,2004,15.4754925111954
Nicaragua,2004,48.2546003543848
Netherlands,2004,99.9891493309806
Norway,2004,99.8002580500936
Nepal,2004,27.8205510220552
New Zealand,2004,84.3935700958382
Oman,2004,83.9573775080422
Pakistan,2004,35.2666940016706
Peru,2004,46.4713175637238
Philippines,2004,44.1741341319541
Palau,2004,69.1379017535673
Puerto Rico (US),2004,75.587876003444
"Korea, Dem. People's Rep.",2004,69.0363169907307
Portugal,2004,93.8003254958028
Paraguay,2004,53.3776089654459
West Bank and Gaza,2004,74.4626765404293
Post-demographic dividend,2004,95.4498914039034
French Polynesia,2004,92.0289552704114
Qatar,2004,96.3402204469615
Romania,2004,81.663060110154
Russian Federation,2004,74.9087237258286
Senegal,2004,21.0911266006806
Singapore,2004,100.0
Sierra Leone,2004,5.86625156148857
San Marino,2004,100.0
Serbia,2004,74.4990393117842
Sub-Saharan Africa,2004,19.0360338715657
Sao Tome and Principe,2004,27.728031335926
Suriname,2004,52.5180081686063
Slovak Republic,2004,94.0870207350141
Slovenia,2004,91.1052295089035
Sweden,2004,99.4419595103813
Chad,2004,5.6479144514591
Europe & Central Asia (IDA & IBRD countries),2004,71.8743484129439
